Enrollment_ID,Employee_ID,Date,Course,Assessment_ID,Status,Sys
101-3352,418943,2022-07-28,101,X65682,PPD,
104-3085,418943,2022-12-15,104,A62604,,X
902-343,419033,2019-08-11,902,A84202,PPD,
104-3023,419048,2022-11-04,104,A98746,,A
904-1266,419048,2023-05-06,904,X35341,,
103-1235,419048,2023-10-18,103,A32719,,
904-763,419154,2022-04-09,904,P26231,PPD,
991-1789,419154,2022-08-15,991,A49653,,
104-488,419226,2019-09-10,104,D82348,DNL,
901-544,419226,2020-03-11,901,D54128,PPE,
901-1061,419291,2021-03-06,901,P38017,,
991-1416,419291,2021-08-15,991,P92658,,
902-2017,419314,2022-06-16,902,S95140,PPD,
103-902,419314,2022-08-12,103,D77295,PPD,
991-1905,419314,2022-12-05,991,P43365,DNL,X
904-543,419321,2021-11-07,904,P34619,EXT,A
101-290,419428,2019-04-28,101,P19963,EXT,
101-3393,419475,2022-08-15,101,A75453,EXT,X
991-351,419590,2019-11-26,991,D72699,,
102-643,419590,2020-05-07,102,X73172,,
902-1181,419590,2020-10-05,902,X32019,,
105-101,419590,2021-03-19,105,S94916,PPD,
102-163,419597,2019-06-17,102,X68547,,
902-440,419676,2019-09-29,902,X95722,,
104-841,419676,2019-12-26,104,D80652,,
991-683,419676,2020-05-04,991,S22964,,
901-527,419681,2020-03-03,901,D66316,EXT,
101-1699,419681,2020-08-28,101,X70744,,
101-1943,419890,2020-11-20,101,A29236,EXT,
102-1202,419890,2021-05-31,102,X13136,,
902-1813,419890,2022-01-12,902,X25547,PPE,
902-456,419956,2019-10-05,902,P21143,DNL,
104-1138,419956,2020-04-03,104,P84550,PPE,
101-3287,419984,2022-07-01,101,X58178,,
102-432,420158,2019-12-30,102,A39658,,
991-757,420158,2020-06-02,991,P78472,,
101-2719,420162,2021-10-22,101,A51917,DNL,
901-810,420205,2020-08-30,901,S30409,PPE,
902-329,420260,2019-08-04,902,D80301,,
104-499,420260,2019-09-13,104,D87931,,X
904-1043,420321,2022-10-01,904,D32378,DNL,A
104-2369,420394,2021-09-07,104,P72063,,
105-453,420394,2022-01-23,105,X40570,,
102-1602,420394,2022-04-07,102,S29952,,
101-582,420442,2019-08-13,101,S71976,,
991-461,420442,2020-01-19,991,A80466,DNL,
901-682,420442,2020-06-20,901,D43479,,A
101-430,420506,2019-06-23,101,X54689,,
102-405,420691,2019-12-13,102,P67402,,
902-889,420691,2020-05-25,902,S12473,PPD,
104-2134,420789,2021-04-21,104,S99701,,
904-216,420789,2021-04-22,904,S99594,,X
902-1578,420892,2021-07-01,902,A84712,PPD,
901-1164,420961,2021-06-08,901,S15919,PPE,
101-2865,420961,2021-12-25,101,A59468,,
102-190,421071,2019-07-08,102,D46793,,A
902-235,421096,2019-05-31,902,P79767,,
104-809,421096,2019-12-19,104,X78593,,
101-1281,421102,2020-04-14,101,S33649,,A
104-1488,421102,2020-07-31,104,X35880,,
904-40,421102,2021-01-23,904,S43109,,
103-928,421104,2022-08-31,103,A55027,,
104-3090,421104,2022-12-19,104,P51332,PPE,
902-2285,421104,2023-05-19,902,A37698,DNL,
102-1517,421183,2022-02-03,102,S19045,,
991-1648,421183,2022-04-04,991,S45106,,
105-669,421183,2022-07-24,105,S84711,,
104-3151,421183,2023-03-06,104,P57909,EXT,
102-1330,421199,2021-09-05,102,S81910,PPE,
101-603,421250,2019-08-21,101,D58609,,
101-83,421333,2019-02-04,101,D44228,,
104-209,421333,2019-05-31,104,A19632,,
991-128,421663,2019-07-16,991,D80785,PPD,
102-381,421663,2019-11-16,102,A17315,,
902-801,421735,2020-04-12,902,X89870,EXT,
102-766,421735,2020-07-23,102,A85741,,
105-606,421751,2022-05-29,105,D88247,,
902-2129,421751,2022-09-09,902,P90398,,
991-1282,421858,2021-03-14,991,D70070,,A
103-343,421858,2021-08-05,103,A75813,DNL,
902-1674,421864,2021-09-19,902,X29136,,A
901-814,422040,2020-09-01,901,D68222,DNL,
104-2089,422040,2021-03-20,104,D28954,DNL,A
901-1199,422065,2021-07-12,901,D51320,DNL,A
991-1602,422065,2022-02-18,991,X66286,PPE,
102-120,422077,2019-05-09,102,X44024,EXT,
991-198,422077,2019-09-03,991,S20469,PPE,
101-1193,422119,2020-03-20,101,A63986,PPD,
104-115,422224,2019-04-04,104,S36461,,
991-103,422224,2019-07-04,991,D11989,,
101-1224,422233,2020-03-28,101,X29637,EXT,
104-1771,422233,2020-10-22,104,D42127,,
101-2244,422238,2021-03-24,101,X44296,DNL,
104-2346,422238,2021-08-25,104,X32571,PPD,
104-679,422314,2019-11-07,104,D59319,PPE,
101-3407,422340,2022-08-22,101,P49435,,A
901-1755,422340,2022-11-22,901,S86380,PPE,
104-3184,422340,2023-04-27,104,S98924,DNL,
901-381,422497,2019-11-18,901,A36444,PPD,
991-661,422497,2020-04-23,991,A95929,,
102-1717,422600,2022-07-17,102,X28950,EXT,A
101-1264,422651,2020-04-08,101,A80438,PPE,
991-832,422651,2020-07-09,991,S58256,,
102-993,422651,2020-12-14,102,A62975,,
992-115,422651,2021-05-26,992,P85872,,
101-2332,422707,2021-04-23,101,P33154,,
102-647,422817,2020-05-10,102,A13072,,
991-918,422817,2020-08-11,991,D10950,,
104-1718,422817,2020-10-10,104,X98131,,X
104-2968,422825,2022-09-28,104,P78371,DNL,
902-895,422827,2020-05-27,902,X15598,,
104-1791,422827,2020-10-28,104,P98114,,
102-685,422848,2020-06-03,102,X39522,PPE,
101-1672,422848,2020-08-20,101,X30632,,
901-1603,422876,2022-07-13,901,X24134,,
991-1926,422876,2022-12-29,991,A38389,,
901-70,422916,2019-03-16,901,S47420,,
991-160,422916,2019-08-10,991,P85732,EXT,X
902-125,422934,2019-03-28,902,X66397,PPE,
991-73,422934,2019-06-13,991,X62802,EXT,
901-1566,423059,2022-06-18,901,P47977,PPE,
104-2948,423059,2022-09-16,104,P28819,,
902-1985,423090,2022-05-27,902,S63022,,
105-647,423090,2022-07-11,105,X63644,DNL,
991-1948,423090,2023-01-29,991,S81221,PPD,
901-1243,423101,2021-08-14,901,D50278,PPD,
991-1618,423101,2022-03-05,991,D94169,,X
901-1289,423116,2021-09-25,901,X50667,,
101-2679,423228,2021-10-06,101,D84514,,
103-777,423228,2022-05-18,103,S74610,,
901-325,423325,2019-09-30,901,D94091,PPE,
991-598,423325,2020-03-25,991,P71291,PPE,
902-1761,423443,2021-11-20,902,S23900,,
104-1308,423527,2020-06-01,104,A19559,,
101-2008,423527,2020-12-09,101,A80371,,
101-2310,423619,2021-04-15,101,X94626,,
103-426,423619,2021-09-27,103,P74810,PPD,
991-1628,423619,2022-03-13,991,P40553,,
104-2834,423661,2022-07-12,104,A62108,,
101-651,423760,2019-09-07,101,A21042,,X
104-876,423760,2020-01-05,104,S78716,DNL,X
101-936,423841,2019-12-15,101,A20496,DNL,
104-1459,423841,2020-07-23,104,D48066,,
104-147,423893,2019-04-23,104,S18460,,A
102-408,423893,2019-12-14,102,X27426,,
901-260,423894,2019-08-07,901,D15188,EXT,
901-613,423921,2020-04-24,901,S31409,,
991-900,423921,2020-08-03,991,X20070,EXT,
902-212,423947,2019-05-15,902,D12551,DNL,
991-123,423947,2019-07-14,991,D45913,,A
102-309,423947,2019-10-07,102,X63325,PPD,
101-472,424022,2019-07-09,101,P89087,,
105-400,424153,2021-12-05,105,A37336,,X
901-973,424247,2020-12-20,901,D22531,DNL,
101-3444,424251,2022-09-07,101,P19711,,A
902-2066,424273,2022-07-21,902,D85870,,A
102-156,424279,2019-06-13,102,X13391,,
101-834,424375,2019-11-06,101,D98081,,
991-638,424375,2020-04-12,991,X56227,PPD,
104-1665,424375,2020-09-22,104,D73549,,
101-711,424468,2019-09-27,101,S84480,,A
991-426,424468,2020-01-02,991,P53457,PPD,
902-316,424515,2019-07-28,902,S20252,,
104-485,424516,2019-09-10,104,A88230,,
101-2661,424517,2021-09-24,101,D52364,,
904-689,424517,2022-02-20,904,A90508,,
105-718,424517,2022-09-12,105,X17842,DNL,
901-1686,424607,2022-09-28,901,X39566,PPD,
101-2688,424617,2021-10-11,101,X49882,PPE,
104-2715,424617,2022-04-19,104,A90730,,
102-1723,424617,2022-07-23,102,D55473,EXT,X
902-1570,424636,2021-06-20,902,S16458,,
102-1408,424636,2021-11-12,102,A39310,,
991-1741,424772,2022-06-29,991,X20565,EXT,
904-510,424909,2021-10-20,904,D69182,,
105-560,424909,2022-04-16,105,D59612,,
901-1647,424909,2022-08-28,901,P56792,,
102-1173,424972,2021-04-29,102,X83438,,
103-560,424972,2021-12-13,103,A43035,PPD,
104-610,425051,2019-10-18,104,D66125,,A
101-1551,425088,2020-07-08,101,D50076,,
104-33,425180,2019-02-10,104,S31649,,
901-177,425180,2019-06-11,901,P77432,PPD,
102-56,425181,2019-03-08,102,P99699,EXT,
991-107,425181,2019-07-06,991,P20798,,X
904-838,425210,2022-05-26,904,D45267,,
901-1721,425210,2022-10-22,901,S61763,PPD,
902-49,425272,2019-02-01,902,P21298,EXT,
104-566,425272,2019-10-03,104,A42361,PPD,
902-1788,425437,2021-12-08,902,S53885,,
104-2621,425437,2022-02-18,104,S62896,DNL,
101-3426,425475,2022-08-30,101,S11631,,X
101-2428,425595,2021-06-09,101,D10169,,
101-2953,425621,2022-02-08,101,P46259,,
991-1707,425621,2022-06-02,991,X92940,PPD,
104-1549,425626,2020-08-17,104,P38007,PPD,A
991-1211,425626,2020-12-29,991,X32108,,
101-130,425643,2019-02-22,101,P37188,PPE,
104-139,425643,2019-04-19,104,P95206,,
991-59,425643,2019-05-26,991,X28658,,A
104-1563,425740,2020-08-20,104,S40232,,
991-1139,425740,2020-11-30,991,S62788,DNL,X
103-114,425740,2021-03-18,103,A91310,,
902-1320,425859,2020-12-23,902,D95112,DNL,
101-2327,425859,2021-04-21,101,X66082,,
103-395,425859,2021-09-09,103,S73359,,
901-113,425869,2019-04-25,901,S18567,,
904-960,425879,2022-08-09,904,X14534,PPE,
991-1913,425879,2022-12-10,991,S92257,PPD,A
904-1053,425893,2022-10-08,904,D40484,PPD,
102-1454,425970,2021-12-19,102,D84314,,X
103-858,425970,2022-07-12,103,S28800,EXT,
101-1703,425999,2020-08-29,101,S66278,,
991-1101,425999,2020-11-11,991,D26270,PPD,
104-2033,426017,2021-02-09,104,P41304,PPE,
991-1425,426017,2021-08-23,991,A15468,,
101-3353,426018,2022-07-29,101,S64238,,
104-2245,426073,2021-06-30,104,S81950,PPE,
991-1435,426073,2021-08-30,991,P38613,EXT,
105-561,426073,2022-04-17,105,X88612,,
902-1706,426092,2021-10-13,902,A46038,,
103-257,426150,2021-06-14,103,S99420,PPE,
104-2836,426284,2022-07-15,104,X86924,,
904-1113,426284,2022-11-15,904,P13983,DNL,
103-1180,426284,2023-04-15,103,P87683,,X
104-136,426299,2019-04-18,104,P81618,PPD,
102-220,426299,2019-08-03,102,A14489,EXT,A
101-458,426450,2019-07-04,101,D65367,DNL,
104-1081,426517,2020-03-16,104,S16996,PPE,
902-880,426517,2020-05-21,902,P25467,,
101-341,426624,2019-05-24,101,P89048,,A
104-695,426624,2019-11-11,104,S61643,EXT,
105-661,426680,2022-07-18,105,D20736,EXT,
101-3621,426680,2022-12-14,101,P31845,EXT,
902-502,426804,2019-11-03,902,X90962,,
101-959,426804,2019-12-23,101,S78520,,
901-585,426813,2020-04-04,901,P41814,,A
104-1842,426813,2020-11-12,104,P42592,PPE,
102-1188,426813,2021-05-16,102,X97673,PPD,
102-310,426823,2019-10-07,102,P94259,PPE,
991-570,426823,2020-03-11,991,S28776,,
104-1685,426823,2020-09-28,104,S23487,,
102-305,426868,2019-10-03,102,S40248,,
104-1074,426868,2020-03-14,104,D18935,,
902-1065,426868,2020-08-15,902,D85515,,
101-1033,426881,2020-01-20,101,A20385,EXT,
991-1021,426881,2020-09-29,991,P61909,,X
104-2030,426881,2021-02-06,104,A15874,PPE,
101-26,427023,2019-01-12,101,A35927,,A
902-1458,427239,2021-03-30,902,X44143,PPD,
902-2099,427243,2022-08-19,902,X84381,,
102-1920,427243,2023-02-10,102,S40452,,
105-978,427243,2023-08-22,105,D76419,,
102-522,427273,2020-02-21,102,X80394,,
901-655,427273,2020-05-23,901,S33823,EXT,
904-10,427639,2021-01-09,904,S35525,PPE,A
101-3061,427643,2022-03-30,101,S79895,PPD,
103-1011,427643,2022-10-22,103,P86571,,A
902-2013,427685,2022-06-15,902,A99297,PPE,
102-1908,427685,2023-01-13,102,A96649,EXT,
101-2471,427699,2021-07-03,101,D84150,PPE,
991-1575,427699,2022-01-14,991,S43781,,
902-1563,427722,2021-06-14,902,S40079,,
992-271,427722,2021-11-08,992,P16329,PPD,
901-998,427745,2021-01-02,901,X74125,,
104-2268,427745,2021-07-10,104,X34228,,
101-1381,427824,2020-05-18,101,P72443,PPE,
902-591,428004,2019-12-15,902,P59494,PPE,A
901-661,428004,2020-05-29,901,D91312,DNL,
102-1336,428038,2021-09-08,102,A80514,,A
901-1396,428038,2022-01-22,901,P49951,PPD,
104-2727,428038,2022-04-30,104,A44497,,
901-1385,428055,2022-01-10,901,X95231,,
101-3553,428105,2022-10-25,101,X74730,,
901-1802,428105,2023-06-10,901,A70606,,
105-986,428105,2023-10-27,105,X19612,PPE,X
902-1353,428187,2021-01-11,902,P77571,,
101-741,428370,2019-10-09,101,D34931,PPD,
104-1171,428370,2020-04-17,104,A82867,,
901-1446,428513,2022-03-04,901,A37407,,
102-1388,428536,2021-10-28,102,X64871,,
992-446,428536,2022-06-25,992,D50950,,
104-2904,428603,2022-08-23,104,D28251,,X
902-2269,428603,2023-03-07,902,X68293,PPE,A
904-1037,428745,2022-09-28,904,A92022,,A
102-503,428854,2020-02-10,102,S93208,,
991-970,428854,2020-09-07,991,P96840,,
101-274,428866,2019-04-22,101,X91879,,A
104-399,428866,2019-08-09,104,S47726,PPE,
902-1441,428889,2021-03-15,902,P46128,EXT,
904-331,428889,2021-07-01,904,D79198,DNL,
105-420,428889,2021-12-25,105,D55685,PPE,
102-154,428919,2019-06-12,102,X88551,PPE,
104-612,428919,2019-10-18,104,D29939,PPE,A
101-221,428927,2019-04-01,101,S99164,,X
104-344,428927,2019-07-17,104,P15756,,
104-2888,428935,2022-08-13,104,A23744,,X
103-1110,428935,2023-01-13,103,S94735,DNL,
902-133,428954,2019-04-03,902,A20402,DNL,A
991-285,428954,2019-10-22,991,P32581,DNL,A
101-871,429127,2019-11-20,101,S98457,,
104-1320,429127,2020-06-06,104,X19946,PPE,
901-1742,429172,2022-11-13,901,X40701,PPE,
101-142,429180,2019-02-25,101,A94087,,X
104-394,429180,2019-08-08,104,D83082,,
902-567,429180,2019-12-04,902,S63223,,
101-3218,429182,2022-06-02,101,A10341,,X
104-2921,429182,2022-09-05,104,P70782,EXT,
101-939,429244,2019-12-16,101,P47208,,
101-809,429365,2019-10-29,101,X32407,DNL,
102-593,429365,2020-03-31,102,P48393,EXT,X
101-3596,429393,2022-11-20,101,X27903,,
991-1932,429393,2023-01-05,991,X24787,,
105-974,429393,2023-08-08,105,P78880,,
101-1299,429488,2020-04-21,101,X63267,,
101-2081,429513,2021-01-08,101,A85944,PPE,X
105-117,429513,2021-04-03,105,P27487,PPE,A
103-740,429529,2022-04-19,103,P39993,DNL,
101-3485,429529,2022-09-30,101,D84318,PPD,
102-1885,429672,2022-11-30,102,P42184,,
904-1264,429672,2023-05-03,904,P87777,,X
101-2996,429787,2022-03-03,101,A16396,EXT,
105-655,429787,2022-07-15,105,A30932,,
101-1690,429834,2020-08-26,101,D62529,PPE,
904-68,429834,2021-02-07,904,D89756,,
902-1342,429925,2021-01-04,902,P50849,PPE,
102-73,429959,2019-03-23,102,A30857,,X
902-1401,430085,2021-02-12,902,D75530,,
102-1588,430155,2022-03-30,102,S79784,,X
103-897,430155,2022-08-08,103,A33656,,
902-1007,430180,2020-07-12,902,S74785,,
104-2041,430180,2021-02-16,104,S43662,DNL,
103-374,430180,2021-08-24,103,S56714,PPD,
104-794,430261,2019-12-15,104,X87920,,
104-894,430330,2020-01-13,104,P92681,PPE,
101-3528,430394,2022-10-16,101,D69185,PPD,
103-1099,430394,2023-01-04,103,X82686,PPD,
102-939,430616,2020-11-11,102,A80729,,
101-312,430620,2019-05-08,101,D88327,,
101-1721,430625,2020-09-06,101,X18834,EXT,
104-2121,430625,2021-04-10,104,A82962,,
104-1722,430647,2020-10-11,104,A81532,,
102-1146,430647,2021-04-05,102,P36362,,
902-1523,430685,2021-05-10,902,D78011,,
904-697,430855,2022-02-27,904,S10823,,A
104-2865,430855,2022-08-02,104,P95477,EXT,
101-1528,430902,2020-07-01,101,A26802,,
101-297,431022,2019-05-03,101,A27278,PPE,X
991-1489,431029,2021-10-19,991,D41607,DNL,
904-693,431029,2022-02-24,904,P42759,PPD,
901-178,431033,2019-06-13,901,S42631,,
101-779,431033,2019-10-19,101,D53651,,
902-18,431045,2019-01-16,902,P81794,,X
104-224,431045,2019-06-02,104,S87562,EXT,
102-1108,431053,2021-03-03,102,D22731,,
902-1730,431053,2021-10-31,902,P88042,,
101-1191,431119,2020-03-19,101,A22636,,
102-850,431119,2020-09-20,102,D55939,,
901-1229,431232,2021-07-31,901,D64811,,
904-603,431232,2021-12-24,904,D40887,DNL,
105-599,431232,2022-05-22,105,D51003,PPE,X
904-890,431348,2022-06-24,904,S78897,PPE,
991-1935,431348,2023-01-10,991,X49115,,
104-3190,431348,2023-05-15,104,S23556,PPD,A
101-898,431511,2019-12-01,101,A95741,,
902-836,431511,2020-05-02,902,D87294,,
902-302,431524,2019-07-14,902,X36881,,A
991-502,431524,2020-02-11,991,A98000,,
102-986,431525,2020-12-10,102,A54780,,
104-2086,431525,2021-03-18,104,P14387,DNL,
104-2845,431557,2022-07-20,104,A84186,,
101-2618,431563,2021-09-06,101,X71528,,
992-369,431563,2022-03-06,992,X90208,PPD,
101-2633,431570,2021-09-12,101,D49518,,
101-2532,431678,2021-08-04,101,P73847,PPE,
904-632,431678,2022-01-09,904,S28858,,
902-460,431751,2019-10-08,902,X19172,PPD,
104-897,431751,2020-01-14,104,A93576,,X
102-788,431853,2020-08-07,102,D23060,,
105-66,431853,2021-02-18,105,X42430,PPD,
103-173,432010,2021-04-27,103,A63948,,
101-2474,432065,2021-07-05,101,D87114,,
104-2547,432065,2021-12-27,104,S72012,,
101-3041,432247,2022-03-25,101,D15277,,
991-1816,432247,2022-09-08,991,P49609,PPE,
904-1058,432268,2022-10-10,904,A34234,,
104-3133,432268,2023-02-12,104,S59163,DNL,
901-672,432289,2020-06-10,901,S61454,PPE,
104-3032,432316,2022-11-07,104,S73902,,
904-1249,432316,2023-04-12,904,P85027,,A
101-3171,432452,2022-05-17,101,S99187,,
902-2202,432452,2022-11-07,902,S19708,PPD,
901-56,432525,2019-03-05,901,X90352,,
104-306,432525,2019-07-04,104,P96870,,X
101-3534,432610,2022-10-19,101,A50291,DNL,
103-1173,432610,2023-03-26,103,A96379,DNL,A
101-3358,432793,2022-08-02,101,D97825,,
103-273,432935,2021-06-20,103,D91797,,
105-257,432935,2021-08-04,105,X32234,EXT,
102-77,432944,2019-03-27,102,A77683,,
104-397,432944,2019-08-09,104,X66932,,
101-2667,432965,2021-09-26,101,S94985,,
904-757,432965,2022-04-05,904,P57381,,
104-2766,432965,2022-05-27,104,D77446,,
902-1406,433091,2021-02-16,902,D64314,,
103-270,433091,2021-06-20,103,D61482,,
901-1550,433110,2022-06-01,901,P93313,,X
104-2970,433110,2022-09-29,104,S68260,,
101-2700,433145,2021-10-16,101,S94905,DNL,
104-2534,433145,2021-12-14,104,P40094,EXT,
102-246,433229,2019-08-23,102,X79889,PPD,A
991-516,433229,2020-02-18,991,A26536,,
101-629,433238,2019-08-30,101,P26284,PPD,
991-495,433238,2020-02-05,991,A88844,EXT,
902-879,433238,2020-05-21,902,S29106,,A
902-1372,433274,2021-01-26,902,A34231,,
104-2284,433274,2021-07-18,104,A81519,,
992-272,433336,2021-11-09,992,X39497,EXT,X
904-646,433336,2022-01-21,904,D98466,DNL,
101-2760,433379,2021-11-07,101,A24443,,
991-1587,433379,2022-01-27,991,S91377,,
103-862,433467,2022-07-17,103,A96965,,
904-1123,433467,2022-11-23,904,D14883,,
101-3190,433550,2022-05-24,101,P83420,PPD,
105-774,433550,2022-10-27,105,P97460,,
102-1463,433678,2021-12-23,102,S59284,PPD,
902-2094,433695,2022-08-15,902,A60514,,
104-3104,433695,2023-01-08,104,D51368,,X
904-1076,433718,2022-10-21,904,P90247,,X
991-1999,433718,2023-05-11,991,X42155,,
103-1224,433718,2023-07-30,103,A55292,,
101-997,433759,2020-01-06,101,S45142,EXT,
101-137,433802,2019-02-24,101,X94696,,
104-2827,433984,2022-07-06,104,D70544,DNL,
902-2203,433984,2022-11-08,902,D26766,EXT,
901-1110,434000,2021-04-25,901,S72650,,
101-656,434010,2019-09-09,101,S17515,,X
902-1845,434135,2022-02-02,902,S25776,,
101-3396,434135,2022-08-15,101,S14994,,
902-1480,434176,2021-04-11,902,S26444,,
991-1494,434176,2021-10-23,991,P77310,PPD,
101-407,434234,2019-06-16,101,A99400,PPD,
902-483,434234,2019-10-22,902,S54663,,
101-1568,434239,2020-07-12,101,P68351,DNL,
991-1090,434239,2020-11-08,991,A61206,EXT,
901-741,434266,2020-07-28,901,A82774,,
104-1811,434266,2020-11-05,104,D55496,,
101-209,434344,2019-03-26,101,D67391,PPD,
991-343,434344,2019-11-23,991,A76632,,
901-710,434344,2020-07-06,901,D38663,,
104-1764,434344,2020-10-20,104,S90261,PPE,
101-2703,434413,2021-10-16,101,A67771,,
101-2885,434776,2022-01-05,101,A68420,DNL,A
104-2767,434776,2022-05-28,104,S55372,PPE,
901-930,434841,2020-11-26,901,X77331,,
102-1209,434920,2021-06-02,102,S26069,,
105-433,434920,2022-01-02,105,S24876,,X
101-3110,434980,2022-04-19,101,P30882,PPD,
103-994,434980,2022-10-09,103,S18200,,
101-1518,434991,2020-06-28,101,A79881,,
102-864,434991,2020-09-27,102,P26237,PPD,
104-169,435122,2019-05-06,104,A29760,,
102-285,435122,2019-09-22,102,S21306,,
902-726,435122,2020-03-10,902,A67467,,X
103-331,435151,2021-07-29,103,P93110,,
101-1383,435293,2020-05-19,101,X47621,,
104-1639,435362,2020-09-14,104,D65613,,
901-843,435362,2020-09-23,901,S94117,DNL,X
101-2192,435364,2021-03-01,101,P63271,,
102-1275,435364,2021-07-21,102,A37610,,
101-2098,435441,2021-01-20,101,D19564,DNL,X
901-1516,435452,2022-05-11,901,D99081,,
991-1753,435452,2022-07-12,991,X43933,,
102-253,435488,2019-08-30,102,P59632,DNL,
991-545,435488,2020-02-28,991,A20335,,
902-248,435609,2019-06-09,902,P12031,PPD,
101-713,435609,2019-09-27,101,A46846,,
991-428,435609,2020-01-05,991,S58011,,
101-3309,435806,2022-07-13,101,X42799,DNL,
105-842,435806,2022-12-14,105,D38405,EXT,
104-743,435832,2019-12-02,104,D35560,,
104-1414,436005,2020-07-11,104,S51595,DNL,
991-1219,436005,2021-01-03,991,P36370,,
902-27,436038,2019-01-20,902,A26172,,
101-1090,436147,2020-02-09,101,D15592,,
104-1464,436147,2020-07-25,104,P33900,PPD,
902-1470,436250,2021-04-03,902,A53247,EXT,
904-581,436363,2021-12-03,904,A33876,DNL,A
104-1699,436434,2020-10-03,104,D15308,,
902-267,436498,2019-06-20,902,X78635,EXT,
104-411,436498,2019-08-13,104,D48411,,
104-2269,436500,2021-07-12,104,X35375,DNL,
102-1855,436515,2022-11-14,102,P33752,PPD,
103-1159,436515,2023-03-13,103,S26433,,
991-268,436532,2019-10-15,991,X29325,PPD,
104-1209,436532,2020-05-01,104,A53373,PPD,
101-129,436683,2019-02-22,101,A62371,EXT,
104-407,436683,2019-08-12,104,S13791,PPD,
103-843,436693,2022-06-29,103,A22125,PPE,
105-883,436693,2023-02-07,105,S30472,,
101-2528,436786,2021-08-02,101,X46103,,
904-778,436786,2022-04-20,904,X94074,,
902-16,436790,2019-01-14,902,S33834,DNL,
101-95,436884,2019-02-07,101,D12461,,
102-1733,436907,2022-08-06,102,D63304,,
104-3009,436907,2022-10-22,104,A97334,,A
101-1079,436982,2020-02-05,101,P55792,EXT,
902-850,436982,2020-05-07,902,A34253,,
104-3027,437075,2022-11-06,104,A50065,DNL,A
904-1206,437075,2023-02-15,904,S62854,,
902-1856,437076,2022-02-12,902,P43178,EXT,
104-2518,437081,2021-12-03,104,A62517,PPE,
104-1664,437132,2020-09-21,104,A48118,,
991-1200,437132,2020-12-24,991,P38297,DNL,
101-3258,437241,2022-06-21,101,X48151,,X
103-972,437241,2022-09-23,103,X62774,,X
101-1217,437248,2020-03-26,101,X69951,,
101-3424,437275,2022-08-30,101,A65665,EXT,X
104-3095,437275,2022-12-27,104,S85647,PPD,
102-1947,437275,2023-04-27,102,D95825,,
103-1223,437275,2023-07-24,103,S70946,DNL,
102-46,437279,2019-02-20,102,P22989,PPD,
104-217,437279,2019-06-01,104,P71563,,X
102-556,437288,2020-03-10,102,D21843,PPE,
104-1674,437288,2020-09-25,104,A26014,DNL,
901-145,437545,2019-05-23,901,P82802,DNL,
104-308,437545,2019-07-06,104,A40477,,
902-416,437592,2019-09-19,902,P77400,,
104-1131,437592,2020-03-31,104,D83788,,A
902-1204,437598,2020-10-17,902,D94030,,
991-1236,437598,2021-01-18,991,D21752,,
101-688,437633,2019-09-20,101,X95562,PPD,
901-485,437633,2020-02-01,901,P53136,EXT,
101-3617,437641,2022-12-01,101,S84141,PPD,
104-278,437642,2019-06-22,104,D22049,,
901-397,437642,2019-12-06,901,A36759,PPE,
101-2698,437845,2021-10-14,101,X32863,,
991-1731,437845,2022-06-22,991,D77033,,
902-482,437854,2019-10-21,902,D34546,EXT,X
104-1167,437854,2020-04-17,104,S48216,,
102-1883,437868,2022-11-28,102,D93820,,
104-1693,437981,2020-10-01,104,X31958,,
101-467,438015,2019-07-07,101,X27513,,
104-844,438015,2019-12-27,104,S77682,PPD,
103-726,438042,2022-04-11,103,S50803,,
102-1238,438139,2021-06-16,102,A23526,,
101-292,438165,2019-04-29,101,A76543,,
102-410,438165,2019-12-15,102,D84782,PPD,
102-1491,438206,2022-01-12,102,P70768,PPD,
103-755,438206,2022-05-02,103,D76397,,
104-1734,438344,2020-10-13,104,X74209,EXT,
904-253,438379,2021-05-15,904,A77458,,
103-477,438379,2021-10-27,103,S18322,,
904-1014,438419,2022-09-15,904,D97369,EXT,X
103-1111,438419,2023-01-14,103,X14825,PPD,
101-2555,438460,2021-08-13,101,S89086,,
103-561,438460,2021-12-13,103,X86558,PPE,
904-884,438460,2022-06-23,904,P23162,,
102-486,438468,2020-01-26,102,A22502,,
901-718,438468,2020-07-15,901,A39190,,
901-1700,438474,2022-10-10,901,P30527,PPE,
102-1928,438474,2023-03-05,102,X20806,PPD,
101-745,438522,2019-10-10,101,P66102,,
101-2256,438617,2021-03-27,101,P41169,,
904-523,438617,2021-10-28,904,A82212,,
991-1695,438617,2022-05-22,991,S52229,,
902-1233,438900,2020-10-30,902,A46857,,
992-75,438900,2021-04-09,992,A63066,,
101-1048,438968,2020-01-26,101,A64499,,
102-729,438984,2020-07-06,102,X61834,PPE,
904-42,438984,2021-01-26,904,S23300,PPE,
901-1148,438984,2021-05-25,901,D61120,EXT,X
104-2357,438984,2021-08-31,104,D27784,,
101-245,439127,2019-04-07,101,P45038,,
104-564,439127,2019-10-03,104,A20853,EXT,X
902-853,439127,2020-05-08,902,S93134,,
991-1004,439127,2020-09-25,991,S92196,,
101-3114,439148,2022-04-20,101,A74571,,
102-1760,439148,2022-08-31,102,D99066,,
901-231,439158,2019-07-16,901,S39056,,
101-932,439158,2019-12-13,101,X68240,EXT,
901-459,439234,2020-01-20,901,A73723,,
902-993,439234,2020-07-06,902,A18570,PPD,A
